city,state_name,lat,lng,population,density
Livingston,Texas,30.71,-94.9381,5728,253.3
Abingdon,Maryland,39.4629,-76.2754,5727,800.5
Washingtonville,New York,41.4297,-74.1577,5723,870.6
Union Beach,New Jersey,40.4454,-74.1699,5722,1239.5
Spring Ridge,Maryland,39.4043,-77.3405,5720,820.4
Pontotoc,Mississippi,34.2531,-89.0091,5717,197.4
Berryville,Arkansas,36.371,-93.5704,5715,334.3
Hutchins,Texas,32.6421,-96.7093,5713,242.2
Perry,Utah,41.4648,-112.0401,5708,275.3
McKenzie,Tennessee,36.1372,-88.5077,5706,346
Poolesville,Maryland,39.1423,-77.4102,5704,560.3
Dayton,Kentucky,39.1127,-84.4639,5703,1695.2
Glencoe,Minnesota,44.7699,-94.151,5702,695
Waynesboro,Georgia,33.0909,-82.0145,5700,402.2
Holtville,Alabama,32.6314,-86.3268,5700,102
Fruitland,Maryland,38.3214,-75.6246,5698,585.1
Mount Carmel,Pennsylvania,40.7959,-76.4119,5695,3323.7
Marion,Virginia,36.8379,-81.5156,5694,458.6
Wappingers Falls,New York,41.5984,-73.9181,5694,1961.3
Tonganoxie,Kansas,39.1088,-95.0811,5693,541
Hillsboro,Illinois,39.1752,-89.4723,5693,251.7
Saranap,California,37.8878,-122.076,5693,1936.7
Zeeland,Michigan,42.8139,-86.0129,5691,734.6
Siesta Key,Florida,27.2779,-82.5516,5690,937.2
Punxsutawney,Pennsylvania,40.9438,-78.9767,5689,652.5
Elsa,Texas,26.2978,-97.9936,5688,1052.1
Hartford City,Indiana,40.4537,-85.3736,5685,565.5
Milton,Wisconsin,42.775,-88.9429,5685,466.4
Genoa,Illinois,42.0926,-88.6964,5685,845.6
Northfield,Illinois,42.1025,-87.7791,5683,679.6
Lake Goodwin,Washington,48.1343,-122.2785,5682,390.5
Benton Park,California,35.3463,-119.0297,5682,2925.3
Kermit,Texas,31.854,-103.0924,5681,866
Black Diamond,Washington,47.313,-122.0181,5678,332.2
West Clarkston-Highland,Washington,46.4017,-117.0624,5678,780.5
Dowagiac,Michigan,41.9834,-86.1126,5677,492.2
Fruitridge Pocket,California,38.5326,-121.4558,5675,3703.8
Highland Lakes,Alabama,33.3973,-86.6495,5673,583.7
Sandersville,Georgia,32.9827,-82.8089,5673,174.3
Nashville,North Carolina,35.9693,-77.9554,5672,466.4
Covington,Virginia,37.7786,-79.9867,5671,400.4
East Harwich,Massachusetts,41.7081,-70.0339,5670,273
Moyock,North Carolina,36.5165,-76.1728,5669,209.8
Norwood,New Jersey,40.9933,-73.951,5668,785.8
Bliss Corner,Massachusetts,41.6053,-70.9421,5666,1093.2
Grafton,Ohio,41.2809,-82.038,5665,443.5
Offutt AFB,Nebraska,41.1207,-95.9209,5663,551.4
Winston,Oregon,43.1201,-123.4246,5663,792.1
Tracyton,Washington,47.6094,-122.6533,5658,1139.6
Selinsgrove,Pennsylvania,40.8003,-76.8646,5655,1193
Temple,Georgia,33.7342,-85.0289,5655,320.7
Kayenta,Arizona,36.7144,-110.259,5651,165.6
Yoakum,Texas,29.2934,-97.1468,5649,476.2
Jackson,Georgia,33.292,-83.9679,5648,358.8
Pelham Manor,New York,40.893,-73.8058,5648,1612.1
Lafayette,Tennessee,36.5241,-86.0304,5643,411.2
New Whiteland,Indiana,39.5617,-86.0994,5641,1499
Waimanalo,Hawaii,21.3421,-157.7303,5634,499.1
Emporia,Virginia,36.6953,-77.5356,5633,328.1
North Windham,Maine,43.8233,-70.4293,5633,323.4
West Modesto,California,37.6178,-121.0346,5633,1575.2
Crosspointe,Virginia,38.7253,-77.2638,5632,983.4
Henryetta,Oklahoma,35.4417,-95.9864,5631,317.5
Calverton,New York,40.9138,-72.766,5629,82.9
Chisago City,Minnesota,45.3473,-92.9116,5629,122
Towaco,New Jersey,40.9263,-74.3451,5627,362.3
Laurel Bay,South Carolina,32.4599,-80.7869,5627,521.7
Waterford,Wisconsin,42.7645,-88.216,5627,851.7
Anadarko,Oklahoma,35.065,-98.2443,5627,305.8
Hidden Valley,Indiana,39.1672,-84.8444,5625,512.1
Creswell,Oregon,43.9212,-123.016,5625,1266
Eastman,Georgia,32.1973,-83.1714,5624,329.3
Lavon,Texas,33.0252,-96.4381,5624,506.5
Palmerton,Pennsylvania,40.8023,-75.616,5624,873.8
Fairview,Georgia,34.9295,-85.294,5620,288.3
Adel,Georgia,31.1264,-83.4229,5619,244.7
Bowie,Texas,33.5566,-97.844,5617,393
Imperial,Missouri,38.3673,-90.3705,5617,413.7
Kings Point,New York,40.8161,-73.7405,5614,645.3
Rainsville,Alabama,34.4938,-85.8436,5613,104.5
Leesville,Louisiana,31.1324,-93.2673,5610,243.1
McGregor,Texas,31.4186,-97.4283,5608,95.7
Holtville,California,32.8129,-115.3779,5606,1894.2
Rancho Murieta,California,38.5085,-121.0716,5606,182.2
Mena,Arkansas,34.5812,-94.2369,5605,311.7
Dundee,Florida,28.0115,-81.5995,5604,193.7
New Brighton,Pennsylvania,40.7355,-80.309,5600,2095.6
Bellevue,Kentucky,39.1012,-84.4775,5598,2387.3
East Pasadena,California,34.1378,-118.0776,5592,1639
Suncrest,Washington,47.8297,-117.6056,5590,218.9
Odessa,Missouri,38.9988,-93.9666,5589,526.5
Ranson,West Virginia,39.325,-77.8667,5588,266.3
Country Knolls,New York,42.9085,-73.807,5587,629.9
Dundee,Michigan,41.9642,-83.6636,5584,410
Hollidaysburg,Pennsylvania,40.4311,-78.393,5581,923.2
St. Clair,Michigan,42.8262,-82.493,5581,733
East Port Orchard,Washington,47.5194,-122.6183,5581,1395
Carlinville,Illinois,39.2775,-89.8762,5574,638.9
Belleview,Florida,29.0608,-82.0565,5569,533.9
Williams,California,39.1498,-122.1389,5569,434.7
White Rock,New Mexico,35.8075,-106.2067,5568,304.2
Kaser,New York,41.1214,-74.0684,5568,6246
White City,Utah,40.5666,-111.8636,5568,2459.6
Laie,Hawaii,21.6442,-157.9279,5568,1605.7
Sunset,Utah,41.1392,-112.0285,5567,1470.9
Wyndmoor,Pennsylvania,40.0856,-75.1941,5567,1306.3
Lake Mohegan,New York,41.3165,-73.8475,5566,744.4
Surfside,Florida,25.8787,-80.125,5566,3855.8
Leakesville,Mississippi,31.1497,-88.5557,5564,341.9
Four Corners,Montana,45.6697,-111.1785,5562,198
Grosse Pointe,Michigan,42.3915,-82.9118,5561,2021.8
Monaca,Pennsylvania,40.6833,-80.2736,5557,1058.5
Sylvester,Georgia,31.53,-83.8338,5557,326.7
New Burlington,Ohio,39.2628,-84.5501,5556,628.9
McSwain,California,37.3145,-120.5868,5556,355.9
Anamosa,Iowa,42.1091,-91.2758,5553,849.5
New Carlisle,Ohio,39.9446,-84.0257,5552,799.1
Chestertown,Maryland,39.2182,-76.0714,5548,744.3
Fort Myers Beach,Florida,26.4308,-81.9146,5548,770.1
Dunlap,Tennessee,35.3675,-85.3899,5546,198.2
La Habra Heights,California,33.9603,-117.951,5546,347.7
Morganville,New Jersey,40.3756,-74.2444,5544,395.3
Trenton,Missouri,40.0818,-93.603,5542,331.9
Red Oak,Iowa,41.014,-95.225,5542,545.1
Dulles Town Center,Virginia,39.0265,-77.4196,5541,890.8
Pahokee,Florida,26.8202,-80.6621,5539,402.4
Margaret,Alabama,33.6734,-86.468,5538,217.7
Philomath,Oregon,44.5423,-123.3599,5537,1035.8
DeWitt,Iowa,41.8227,-90.5448,5535,343.5
Somerdale,New Jersey,39.8455,-75.0218,5535,1535.3
Greenville,Pennsylvania,41.4051,-80.3836,5533,1132.1
Rothschild,Wisconsin,44.8761,-89.6173,5532,326.2
Credit River,Minnesota,44.6744,-93.3791,5531,91.2
Columbia Falls,Montana,48.3708,-114.1902,5531,935.7
Locust,North Carolina,35.2688,-80.4369,5529,259.6
Gray,Louisiana,29.678,-90.7831,5524,185.8
Berlin,Wisconsin,43.9704,-88.9504,5523,360.3
Silver Springs,Nevada,39.3826,-119.2148,5523,29.8
Noroton,Connecticut,41.0595,-73.4922,5522,1181.1
White Hall,Arkansas,34.2741,-92.1006,5520,301.7
New Castle,Delaware,39.6681,-75.5697,5519,612.7
Exeter,Pennsylvania,41.3337,-75.8213,5514,461.2
Sinton,Texas,28.0392,-97.5153,5513,416.3
Walton,Kentucky,38.8645,-84.6122,5513,447.6
Treasure Lake,Pennsylvania,41.1677,-78.7187,5513,168.5
Rockwood,Tennessee,35.8692,-84.6731,5510,265.4
Bessemer City,North Carolina,35.284,-81.2828,5508,373.7
Spring Valley,Illinois,41.3362,-89.2038,5508,286.9
Wilmington,Illinois,41.3207,-88.164,5507,151.4
Iroquois Point,Hawaii,21.3218,-157.9803,5506,2615.3
Mount Carmel,Tennessee,36.562,-82.6618,5504,319.9
Monticello,Indiana,40.7455,-86.7668,5504,613.2
Holdrege,Nebraska,40.4394,-99.3773,5503,502.2
Mead,Colorado,40.2318,-104.9911,5503,137.3
Verdigris,Oklahoma,36.2536,-95.66,5502,373
Marlin,Texas,31.3085,-96.8934,5500,470.1
Oakwood,Georgia,34.2236,-83.8851,5499,354.3
Kodiak,Alaska,57.7934,-152.4059,5497,540.1
Strawberry,California,37.8925,-122.5078,5496,1595.1
Albion,New York,43.246,-78.1902,5495,726.7
Osceola,Iowa,41.0304,-93.784,5495,266.3
Columbus,Wisconsin,43.3354,-89.03,5493,467.2
Quantico Base,Virginia,38.5228,-77.3186,5491,303.2
Glasgow Village,Missouri,38.7578,-90.1984,5491,2212.8
Walterboro,South Carolina,32.901,-80.676,5490,304.6
Otis Orchards-East Farms,Washington,47.703,-117.0854,5486,263.7
Luling,Texas,29.6814,-97.6468,5486,384.4
Blauvelt,New York,41.0689,-73.9545,5485,469.5
Pawcatuck,Connecticut,41.3774,-71.8492,5475,619.5
Prairie du Chien,Wisconsin,43.0429,-91.1372,5471,357.9
Spirit Lake,Iowa,43.4176,-95.1109,5469,467.1
Floral City,Florida,28.7065,-82.309,5467,90.5
Coraopolis,Pennsylvania,40.5148,-80.1627,5464,1586.1
St. Paul Park,Minnesota,44.8359,-92.9949,5464,703.7
The Meadows,Florida,27.3647,-82.4716,5463,887.3
Shillington,Pennsylvania,40.3029,-75.967,5462,2110.5
Fishhook,Alaska,61.7199,-149.2621,5461,32.3
Carlisle,Ohio,39.5807,-84.3201,5460,592.4
Candlewick Lake,Illinois,42.3525,-88.8694,5459,1140.2
Belvedere,South Carolina,33.537,-81.9424,5458,623.3
Macon,Missouri,39.7426,-92.4711,5457,347.6
South Gate Ridge,Florida,27.2856,-82.497,5456,1205.5
Rockdale,Texas,30.6543,-97.0089,5455,491.5
Ellenton,Florida,27.5269,-82.5258,5454,636.5
Toronto,Ohio,40.4581,-80.6095,5452,1009.2
Hampton Manor,New York,42.6197,-73.7288,5448,701.7
Willow Park,Texas,32.7548,-97.6498,5447,326.9
Manchester,Maryland,39.6585,-76.8881,5446,872.4
Lyons,New Jersey,40.6811,-74.5493,5444,545.8
Sayre,Pennsylvania,41.9856,-76.5207,5444,1040.2
Smiths Station,Alabama,32.528,-85.0943,5443,257
Cicero,Indiana,40.1246,-86.0242,5441,1289.8
Palermo,California,39.4313,-121.5225,5440,72
Walnut Ridge,Arkansas,36.0848,-90.9467,5440,125.8
Chesterbrook,Pennsylvania,40.0735,-75.4582,5439,1348.2
Douglass Hills,Kentucky,38.2367,-85.5499,5437,1583.3
Fairport,New York,43.099,-77.4427,5436,1328.5
Wyldwood,Texas,30.1299,-97.48,5436,185.3
Atlanta,Texas,33.1136,-94.1672,5434,167.8
Wrightsboro,North Carolina,34.2895,-77.9217,5434,188.5
Aledo,Texas,32.6974,-97.6069,5432,730.7
New Hempstead,New York,41.1488,-74.0485,5431,737.9
Williamsville,New York,42.9623,-78.7418,5430,1666.6
Caruthersville,Missouri,36.1814,-89.6664,5426,406.2
Wellston,Ohio,39.1172,-82.5375,5426,300.7
Alvarado,Texas,32.4068,-97.2149,5424,309.2
Waynesville,Missouri,37.8201,-92.2202,5422,292.7
Zephyrhills South,Florida,28.2152,-82.1886,5422,1059
Tyrone,Pennsylvania,40.6764,-78.246,5421,1028.5
Chelsea,Michigan,42.3132,-84.0188,5420,578.7
North Hills,New York,40.7765,-73.6778,5419,758.9
Ashton-Sandy Spring,Maryland,39.1515,-77.0065,5418,203.9
Cocoa West,Florida,28.3591,-80.7713,5416,572.6
Ripley,Mississippi,34.7321,-88.9444,5415,182.9
Algona,Iowa,43.0743,-94.2311,5414,450.9
Hyde Park,Utah,41.8008,-111.8121,5410,436.3
Coco,Puerto Rico,18.0009,-66.2602,5409,1220.6
Trooper,Pennsylvania,40.1489,-75.3991,5408,913.9
Pennside,Pennsylvania,40.3384,-75.8764,5406,2058.1
Semmes,Alabama,30.7899,-88.2389,5404,137.2
Conley,Georgia,33.6399,-84.3376,5404,1080.1
Neshanic Station,New Jersey,40.5291,-74.7358,5403,222.4
Battlement Mesa,Colorado,39.4506,-108.0063,5402,187
Lake Holiday,Illinois,41.6159,-88.6683,5402,595.1
Lake Barrington,Illinois,42.2121,-88.1684,5400,363.4
Town and Country,Washington,47.7259,-117.422,5398,1736.1
Rio Pinar,Florida,28.5271,-81.2628,5396,958.7
Oak Point,Texas,33.1795,-96.9907,5395,355.8
Layhill,Maryland,39.0871,-77.0404,5392,1310.4
Marlene Village,Oregon,45.5173,-122.8199,5391,2297.9
Colby,Kansas,39.3848,-101.0452,5389,566.1
Sansom Park,Texas,32.8027,-97.4021,5387,1678
Old Fig Garden,California,36.7989,-119.8052,5387,1248.2
Sheldon,Iowa,43.1797,-95.8437,5386,433
Cameron,Texas,30.8608,-96.9763,5385,396.9
Winterset,Iowa,41.345,-94.0138,5384,441.2
East Freehold,New Jersey,40.2718,-74.2425,5381,697.2
Deer Park,Ohio,39.2039,-84.3978,5380,2433.3
St. Helena,California,38.5063,-122.4682,5378,418.6
Van Alstyne,Texas,33.4216,-96.5838,5378,373.9
Orangetree,Florida,26.2929,-81.5786,5377,570.8
Tice,Florida,26.6756,-81.8166,5377,1739.4
Centerville,Iowa,40.7292,-92.8716,5377,429.2
Cramerton,North Carolina,35.2343,-81.0734,5376,446.4
Okeechobee,Florida,27.2413,-80.8298,5376,511.8
Cape May Court House,New Jersey,39.0788,-74.8205,5375,239.7
North Fond du Lac,Wisconsin,43.8107,-88.486,5373,974.9
White City,Florida,27.3721,-80.3404,5373,420.5
Reminderville,Ohio,41.3338,-81.4018,5370,948.5
Olyphant,Pennsylvania,41.4506,-75.5753,5370,381.3
Rensselaer,Indiana,40.9375,-87.1684,5369,290
Iola,Kansas,37.9274,-95.4006,5368,464.2
St. Martinville,Louisiana,30.1263,-91.8319,5367,653.8
Glendora,New Jersey,39.8405,-75.0677,5367,1991.6
Clarinda,Iowa,40.7377,-95.0338,5366,406.2
Forest,Mississippi,32.3595,-89.4761,5365,158.4
Balm,Florida,27.7542,-82.2882,5362,205.9
Goddard,Kansas,37.6652,-97.5617,5361,366.9
Glencoe,Alabama,33.9447,-85.9322,5356,121.7
Thatcher,Arizona,32.8323,-109.7595,5354,310.3
Boulder Creek,California,37.1341,-122.1272,5353,275.1
Senoia,Georgia,33.3082,-84.5546,5353,335.4
Clementon,New Jersey,39.8046,-74.985,5351,1091.5
Whitfield,Pennsylvania,40.3362,-76.0053,5346,1839.4
Warren,Arkansas,33.6113,-92.0678,5342,293.2
Peñuelas,Puerto Rico,18.0595,-66.7206,5339,2138.3
Polson,Montana,47.6886,-114.1411,5334,458.5
Guánica,Puerto Rico,17.9698,-66.9309,5333,804.7
Rusk,Texas,31.7978,-95.1489,5332,284.7
Roanoke,Alabama,33.1453,-85.3694,5332,109.9
Benson,Arizona,31.9157,-110.3257,5331,49.4
Posen,Illinois,41.629,-87.6859,5331,1760.7
Keyes,California,37.5573,-120.9114,5330,1312.6
Englewood Cliffs,New Jersey,40.8823,-73.9467,5330,967.9
Brookshire,Texas,29.7824,-95.9514,5330,475.3
Hollywood,South Carolina,32.752,-80.2118,5330,87.5
Muleshoe,Texas,34.2292,-102.7284,5328,599.6
St. Robert,Missouri,37.8244,-92.1532,5327,244.2
Canal Fulton,Ohio,40.8895,-81.5882,5326,573
South Pasadena,Florida,27.7526,-82.7394,5324,3369.3
Cortez,Florida,27.4668,-82.6688,5323,921.3
Ashland City,Tennessee,36.2607,-87.0412,5318,192.5
Moab,Utah,38.5701,-109.5478,5316,427.1
Turpin Hills,Ohio,39.1063,-84.3703,5315,691.8
Salem,New Jersey,39.5681,-75.4724,5315,875.3
Dove Valley,Colorado,39.5752,-104.8309,5313,655
Grandwood Park,Illinois,42.3927,-87.989,5311,1419.3
Blythewood,South Carolina,34.2121,-80.9921,5309,192.9
Shaw Heights,Colorado,39.8566,-105.0391,5309,3030.1
Buckley,Washington,47.1615,-122.02,5306,530.7
Ione,California,38.3613,-120.9422,5306,447.2
Edinboro,Pennsylvania,41.8762,-80.1247,5303,895.1
Montevideo,Minnesota,44.9505,-95.7153,5303,434.5
Mayflower Village,California,34.116,-118.0096,5303,2984.4
Grambling,Louisiana,32.5275,-92.7124,5302,344.6
Brush,Colorado,40.2598,-103.6323,5299,722.8
Central,South Carolina,34.7235,-82.7788,5299,628.8
Whiskey Creek,Florida,26.5733,-81.8903,5298,1324.4
Springfield,Michigan,42.3246,-85.2371,5295,562.7
Westvale,New York,43.0399,-76.2176,5293,1515.2
Guadalupe,Arizona,33.3665,-111.9633,5293,2557.7
Kensington,California,37.9083,-122.2805,5292,2120.2
Palm Springs North,Florida,25.9351,-80.3339,5291,2568.2
Weldon Spring,Missouri,38.7119,-90.6513,5291,267.1
Westville,Indiana,41.5376,-86.9049,5291,628.4
Chackbay,Louisiana,29.8809,-90.775,5287,73.6
Primera,Texas,26.2237,-97.7529,5282,734.5
Kahaluu,Hawaii,21.4575,-157.8453,5282,585.8
Orchard Homes,Montana,46.8559,-114.0778,5280,362.7
Pana,Illinois,39.3829,-89.0642,5277,528.4
Blakely,Georgia,31.3827,-84.9228,5276,116.1
Tiffin,Iowa,41.7064,-91.6583,5271,470.7
Firthcliffe,New York,41.4408,-74.0353,5268,684.8
Peppermill Village,Maryland,38.8939,-76.8878,5268,2743
Medina,Tennessee,35.8152,-88.7901,5268,495.9
West Salem,Wisconsin,43.8989,-91.0882,5268,607.3
Lehighton,Pennsylvania,40.8306,-75.7165,5268,1253.2
La Crescent,Minnesota,43.83,-91.3042,5266,604.4
Wheatley Heights,New York,40.7624,-73.3705,5266,1542.8
Fox Chapel,Pennsylvania,40.5247,-79.8898,5264,258.3
Brownfields,Louisiana,30.5467,-91.1225,5263,490.6
Naples Manor,Florida,26.0892,-81.7254,5262,2968.6
Margate City,New Jersey,39.3307,-74.507,5260,1434.1
Tipton,Indiana,40.282,-86.0423,5255,741
Rigby,Idaho,43.6734,-111.9132,5251,838.4
Flagler Beach,Florida,29.4716,-81.1303,5250,571.6
Bigfork,Montana,48.0852,-114.0551,5249,64.8
Delhi Hills,Ohio,39.0871,-84.6177,5248,1373.7
Granite Shoals,Texas,30.5894,-98.3671,5247,286.8
Lewisburg,Pennsylvania,40.9641,-76.8901,5247,2081.7
Johnstown,Ohio,40.15,-82.6881,5247,678.8
Schuylkill Haven,Pennsylvania,40.6283,-76.1729,5247,1449.1
Chardon,Ohio,41.5798,-81.207,5246,461.3
Highwood,Illinois,42.206,-87.8128,5243,2811.9
Chester,South Carolina,34.7051,-81.2132,5241,612.5
Gladstone,Michigan,45.8521,-87.0358,5240,399.4
Cresaptown,Maryland,39.5944,-78.8356,5238,760.9
Brewton,Alabama,31.1113,-87.0737,5232,178.8
Bargaintown,New Jersey,39.3687,-74.5924,5231,792.4
El Granada,California,37.5134,-122.4657,5231,411.3
Redland,Alabama,32.4754,-86.1375,5231,83.7
Titusville,Pennsylvania,41.6273,-79.6699,5230,694.4
Tillamook,Oregon,45.4562,-123.8331,5229,1060.1
Vinita,Oklahoma,36.6375,-95.1725,5229,163.8
Sandy Oaks,Texas,29.1821,-98.4081,5227,846.2
Collegeville,Pennsylvania,40.1873,-75.4581,5226,1283.7
Williamsburg,Kentucky,36.7393,-84.1647,5226,484
Rainbow Springs,Florida,29.094,-82.4408,5226,174.8
Ceiba,Puerto Rico,18.265,-65.6488,5224,1832.8
Islip Terrace,New York,40.7503,-73.1869,5223,1583.5
Berkeley,Illinois,41.8891,-87.9115,5222,1438.6
Fort Rucker,Alabama,31.3428,-85.7154,5221,185.6
Uhrichsville,Ohio,40.4005,-81.3515,5221,716.9
West Pleasant View,Colorado,39.732,-105.1785,5221,1313
Sayre,Oklahoma,35.2966,-99.6286,5216,373.5
Brady,Texas,31.1322,-99.37,5215,225.2
Nassau Bay,Texas,29.5448,-95.0865,5211,1656.4
Pleasant Run,Ohio,39.2927,-84.5757,5211,971.4
Porter,Indiana,41.6257,-87.0801,5208,325.2
Chadron,Nebraska,42.826,-103.0025,5207,515.3
Crystal Lake,Florida,28.0371,-81.9064,5203,786.5
Avondale,Louisiana,29.9072,-90.1933,5200,361.3
Glennville,Georgia,31.9379,-81.9305,5199,284.9
Center,Texas,31.793,-94.1795,5198,251.3
Eaton Rapids,Michigan,42.5091,-84.6531,5197,552.7
Tucumcari,New Mexico,35.17,-103.7046,5197,211.1
Bristol,Wisconsin,42.5377,-88.0151,5196,61.4
Vancleave,Mississippi,30.5483,-88.6675,5196,46.5
Northwood,Ohio,41.6089,-83.4837,5195,234.4
Big Stone Gap,Virginia,36.8626,-82.7769,5193,417.8
Bealeton,Virginia,38.5822,-77.7781,5193,363.9
Veneta,Oregon,44.0471,-123.3514,5191,779.9
River Ridge,Florida,28.2669,-82.6257,5191,478
Comstock Northwest,Michigan,42.3219,-85.518,5190,620.6
Colona,Illinois,41.4678,-90.3446,5189,524.6
Richlands,Virginia,37.0878,-81.8081,5188,354.6
Duquesne,Pennsylvania,40.3732,-79.8502,5186,1102.5
Carlyss,Louisiana,30.1761,-93.3704,5184,180.9
Hugo,Oklahoma,34.0118,-95.5115,5184,317.2
Madisonville,Tennessee,35.5232,-84.363,5184,333.3
Utica,Michigan,42.629,-83.0218,5184,1137.6
Troy Hills,New Jersey,40.8483,-74.3993,5183,695.3
Elmsford,New York,41.0541,-73.8143,5183,1893.6
Shanor-Northvue,Pennsylvania,40.9104,-79.9157,5183,296.3
Allegan,Michigan,42.5299,-85.8462,5182,520.2
Breckenridge,Texas,32.7566,-98.9125,5182,476.7
Deale,Maryland,38.791,-76.5469,5182,376.9
Woodside,California,37.4221,-122.2586,5181,174.5
New Martinsville,West Virginia,39.6635,-80.8569,5175,747.6
North Oaks,Minnesota,45.1002,-93.0882,5175,289.2
Samsula-Spruce Creek,Florida,29.0484,-81.0628,5174,118.9
Tichigan,Wisconsin,42.8087,-88.215,5173,178
Mayfair,California,36.7694,-119.7612,5173,3853.5
Fort Meade,Florida,27.7645,-81.8058,5172,244
Bolivar,Tennessee,35.2645,-89.0118,5171,246.1
Windsor Heights,Iowa,41.6045,-93.7128,5171,1391.8
Mayville,Wisconsin,43.4986,-88.5474,5169,613.4
Beach Haven West,New Jersey,39.6703,-74.2338,5164,1229.3
Berlin,Maryland,38.331,-75.2148,5161,588.8
Hickory Creek,Texas,33.1109,-97.0308,5161,407
Calistoga,California,38.5818,-122.5824,5159,772.3
Camilla,Georgia,31.2337,-84.2088,5158,301.6
Bangor,Pennsylvania,40.8678,-75.2085,5158,1334.9
Smithville,Tennessee,35.9584,-85.8211,5158,337.9
Williamston,North Carolina,35.8465,-77.0661,5157,441.3
Cherokee,Iowa,42.7499,-95.5529,5157,291.4
Cut Off,Louisiana,29.5164,-90.3291,5157,136
West Hazleton,Pennsylvania,40.9701,-76.0142,5156,1261.1
Lawrenceburg,Indiana,39.0986,-84.8713,5155,376.6
Linton,Indiana,39.0354,-87.1577,5153,607.5
Ledgewood,New Jersey,40.8769,-74.6724,5150,359.2
Waipio Acres,Hawaii,21.4688,-158.0173,5146,2027.5
Falcon Heights,Minnesota,44.9899,-93.177,5145,889.6
Coal City,Illinois,41.2772,-88.2803,5145,344.4
Alexandria,Indiana,40.263,-85.6737,5145,656.7
Manchester,Iowa,42.4854,-91.4557,5144,403
Buckhannon,West Virginia,38.9927,-80.2281,5144,697.2
Mechanicville,New York,42.9036,-73.6894,5143,2367.3
Rockmart,Georgia,34.0103,-85.044,5142,367.6
Wildwood,New Jersey,38.9881,-74.8195,5140,1288
Daytona Beach Shores,Florida,29.1696,-80.9796,5139,2408
Kingsford,Michigan,45.8061,-88.0995,5138,459.3
Hampton,Maryland,39.4237,-76.5685,5138,333.4
West Hills,New York,40.8199,-73.4339,5138,404.3
Citrus Park,Arizona,33.53,-112.4441,5136,400.4
Boothwyn,Pennsylvania,39.8357,-75.4454,5129,1587.4
Doffing,Texas,26.2788,-98.3856,5126,456.9
Apple Valley,Ohio,40.4389,-82.3481,5125,329.2
West Ocean City,Maryland,38.3466,-75.1122,5124,472.2
Headland,Alabama,31.3501,-85.3523,5124,65.2
Glenwood,Iowa,41.0446,-95.7406,5118,676.1
Pendleton,Indiana,40.0066,-85.7711,5115,146.2
Social Circle,Georgia,33.6505,-83.7116,5113,134.6
Fussels Corner,Florida,28.0574,-81.861,5113,367
Terryville,Connecticut,41.6784,-73.0064,5112,715
Pleasant View,Tennessee,36.3893,-87.0455,5111,157.4
Frankenmuth,Michigan,43.3322,-83.7391,5108,631.4
Middletown,Maryland,39.4415,-77.5347,5108,931.3
Hazard,Kentucky,37.2584,-83.1977,5105,264.4
Monee,Illinois,41.4181,-87.7502,5104,426.3
El Cerro Mission,New Mexico,34.7688,-106.6447,5101,334.8
Midfield,Alabama,33.4553,-86.9224,5101,741.2
Saranac Lake,New York,44.3252,-74.1309,5099,676.3
Heeia,Hawaii,21.4205,-157.8205,5099,615.1
Port Isabel,Texas,26.054,-97.2505,5098,290
Yosemite Lakes,California,37.1885,-119.7723,5095,94.1
Eureka,Illinois,40.7148,-89.2775,5095,719.2
Carle Place,New York,40.7499,-73.6124,5094,2052.4
Fortville,Indiana,39.9246,-85.8466,5092,543.9
Morris,Minnesota,45.5857,-95.9046,5092,418.4
Sergeant Bluff,Iowa,42.3978,-96.3517,5090,661.3
Birdsboro,Pennsylvania,40.2619,-75.8099,5090,1484.2
Buellton,California,34.6152,-120.1943,5090,1242.1
Bridgeport,Pennsylvania,40.1042,-75.3437,5085,2978.7
Giddings,Texas,30.1833,-96.9279,5085,372.1
Lakeport,California,39.0392,-122.9218,5085,642
Ridge Wood Heights,Florida,27.2874,-82.5137,5085,1389.3
Denair,California,37.5254,-120.7974,5085,1195.6
Dorneyville,Pennsylvania,40.5762,-75.5194,5082,905.4
Davison,Michigan,43.0318,-83.5187,5082,987.8
West York,Pennsylvania,39.9534,-76.761,5081,3735.5
Whispering Pines,North Carolina,35.2537,-79.3754,5081,517.3
Connell,Washington,46.6622,-118.8405,5080,263.6
Ballston Spa,New York,43.0068,-73.8525,5080,1225.5
Westport,North Carolina,35.5103,-80.9783,5079,534.2
Cherokee Village,Arkansas,36.2959,-91.5696,5078,96
King City,Oregon,45.4012,-122.8069,5078,2416.9
Suncook,New Hampshire,43.1382,-71.453,5075,526.5
Redwood Falls,Minnesota,44.547,-95.1031,5075,371
Hiram,Georgia,33.8777,-84.771,5073,498
Winona Lake,Indiana,41.2166,-85.8105,5073,663.9
Beckett,New Jersey,39.7559,-75.3569,5072,1122.2
Helena Valley Northwest,Montana,46.7289,-112.0631,5070,119.5
Lone Grove,Oklahoma,34.1809,-97.2559,5070,78.8
Todd Creek,Colorado,39.9797,-104.8734,5069,197.9
Silver Hill,Maryland,38.8392,-76.9367,5068,1462.1
Spring House,Pennsylvania,40.185,-75.2267,5068,733.8
Justin,Texas,33.0882,-97.3041,5068,430.5
Concordia,Kansas,39.5669,-97.6467,5067,434.4
Sheridan,Arkansas,34.2996,-92.4223,5063,158.2
